drugs,proximity
DB12010,0.6455310537223014
DB01169,0.6711249349330992
DB01593,0.6859787051788857
DB06616,0.6973577010868005
DB02709,0.6985104118184359
arsenic-trioxide,0.7071345897131144
DB00945,0.7075533530887411
DB00675,0.7079154975224696
DB01254,0.7082848291161591
DB00852,0.7232672125651286
DB00643,0.7270842303297078
DB00570,0.7316356175041169
DB01229,0.732083496036058
DB01064,0.7324254048048016
DB00031,0.7337518541282162
DB08896,0.7340003900892917
DB01248,0.734407397951266
DB06710,0.7362902775241144
DB11619,0.7369410177423099
DB09371,0.7377386934396525
DB06401,0.738003251598592
estropipate,0.738003251598592
DB04938,0.738003251598592
DB00947,0.738003251598592
DB05294,0.7383673456996409
DB01394,0.7389677427890721
DB01179,0.73900236530347
DB00188,0.7402644727037808
DB01406,0.7403919394239189
DB06176,0.7409210730405317
DB00624,0.74128636333083
DB13943,0.74128636333083
DB01196,0.7413078873723822
DB00070,0.7416557459655045
DB13999,0.7420744123253955
DB00025,0.7420744123253955
DB00020,0.7422855000669397
DB01296,0.7429072400173994
DB00977,0.7431046727387177
DB00361,0.7432052419395861
DB04845,0.7433599727611785
DB04272,0.7434913360205928
DB09559,0.7437329412415472
DB00317,0.7437329412415472
DB05015,0.7455031304888634
DB06603,0.7455031304888634
DB09221,0.7455218248934169
DB01185,0.7467545638143149
DB00255,0.7468416143018729
DB08901,0.7470300560046437
DB00530,0.7473075006652972
DB05260,0.7479892484455718
DB00396,0.7486031934293687
DB00655,0.7499859609921123
DB00957,0.7505105213842123
DB00481,0.7508099630746097
DB00367,0.7509254885929343
DB00890,0.7515207185852101
DB00882,0.7515207185852101
DB00539,0.7515207185852101
DB02546,0.7538512411699807
DB01277,0.754828386616425
DB00783,0.7559074171467892
testosterone-enanthate,0.7562986551459957
DB01420,0.7562986551459957
DB08804,0.7562986551459957
DB00665,0.7562986551459957
DB06718,0.7562986551459957
DB08899,0.7562986551459957
DB00984,0.7562986551459957
testosterone-undecanoate,0.7562986551459957
DB00858,0.7562986551459957
DB00621,0.7562986551459957
DB01128,0.7562986551459957
DB00541,0.7570945015636158
DB13954,0.75912881197148
DB04216,0.7597708879508644
DB03904,0.7601515916050817
DB00687,0.7603656287992383
fludrocortisone-acetate,0.7603656287992383
DB01234,0.7610147254239713
DB01431,0.7612055260825511
DB04575,0.7624697142071659
DB09070,0.7624697142071659
DB00286,0.7624697142071659
DB01357,0.7624697142071659
DB00288,0.763716787558377
DB00398,0.7638168474692816
DB06713,0.7646438210353028
hydrocortisone-phosphate,0.7659215568418699
DB09079,0.7660497331134581
DB01017,0.7666888721860878
DB08867,0.7670309785677498
DB00741,0.7684321593835627
DB01393,0.7695051187521547
DB00619,0.7697060155412
DB00834,0.7704609042616636
DB00121,0.7713242900081431
DB00755,0.7719321482387511
DB09123,0.7723934318302519
DB00136,0.7728726761385215
DB00412,0.7731662458508096
DB08908,0.7733168917105886
DB00277,0.7734092798325569
DB01097,0.773593775570492
DB00499,0.774115682682292
DB06803,0.7742719929395394
DB08871,0.7747137500244805
DB09091,0.775393093668976
DB00746,0.7755466336818129
DB06782,0.7755466336818129
DB00338,0.776340064311512
DB01183,0.7771021189484838
DB06202,0.7771922550123626
DB00603,0.7771962701406478
DB00304,0.7771962701406478
DB00823,0.7771962701406478
DB06674,0.7772033320377029
DB00065,0.7772033320377029
DB08904,0.7772033320377029
DB01050,0.777760615045118
DB04878,0.7778160679791728
DB00030,0.7778272962613146
DB01592,0.7784681549869251
DB00161,0.7788574891594122
DB13873,0.7789408429752217
DB05239,0.778990930597836
DB00142,0.7794650852292604
hyaluronic-acid,0.7795935931393965
DB01039,0.7799169411511261
DB09198,0.7803592657533965
DB08889,0.7805475395326054
DB08911,0.7818591453838224
DB00139,0.7818762134152576
DB06589,0.7820070765065498
DB00131,0.782521071620147
DB00523,0.7833773893823445
DB08604,0.7834631004142781
DB08818,0.7838905461354765
DB00630,0.7838949322950657
DB01395,0.7839709323190724
DB00588,0.784119244536954
DB06151,0.7844945713026242
DB00903,0.7845691298319994
DB01268,0.7846519272345377
DB00480,0.7847114858467719
DB00313,0.7847755606389742
DB01118,0.7849062694145421
DB03754,0.7849258718002219
DB01108,0.7854706515012607
DB01136,0.7864424447032216
DB00163,0.7874966560048908
DB00966,0.7875751524582763
DB01223,0.7876172634934767
DB00459,0.7878232449690695
thiostrepton,0.7882081040452894
DB01041,0.7883953470997084
DB01279,0.7889984066600405
DB01271,0.7889984066600405
DB04865,0.7893269485279786
DB00129,0.789396453622564
DB09006,0.7894670546729965
DB00841,0.7898455708780326
DB00126,0.79001366302686
DB08912,0.7904247034590428
DB00877,0.7912846955251285
DB01065,0.7913131008949484
DB00279,0.7913456753735407
DB00309,0.7931607235763151
DB00227,0.7942628208823721
DB00071,0.7943255741906591
DB00047,0.7945886883476322
DB00046,0.7945886883476322
DB00132,0.794829213324486
DB09301,0.7950988238044703
DB00491,0.7952547713794781
DB01132,0.7953234896713943
DB00515,0.7953310877152269
DB05521,0.7954210421770919
DB00173,0.7959825440867023
DB06819,0.7961187169928652
DB00039,0.7962815596307201
DB06774,0.7967486833210319
DB09213,0.7969980553139203
DB08875,0.7976855545518934
DB01436,0.7980476667512962
DB00244,0.7987519109426842
DB06626,0.7990485300767786
DB01411,0.7992506524093578
DB00615,0.7995076717595329
DB00005,0.8000261964141159
DB09078,0.8004475607109369
DB14006,0.8005046270913516
DB00122,0.8005046270913516
megestrol-acetate,0.8007097134488844
DB00351,0.8007097134488844
DB00764,0.8007097134488844
DB00167,0.8010290360622236
DB00324,0.8011028781449512
DB01222,0.8011028781449512
DB00223,0.8011028781449512
DB00596,0.8011028781449512
DB00180,0.8011028781449512
dexamethasone-sodium-phosphate,0.8011028781449512
cortisone,0.8011028781449512
DB00591,0.8011028781449512
DB00838,0.8011028781449512
hydrocortisone-butyrate,0.8011028781449512
DB00253,0.8011028781449512
clobetasone-butyrate,0.8011028781449512
DB08906,0.8011028781449512
DB00873,0.8011028781449512
DB00394,0.8011028781449512
prednisolone-sodium-phosphate,0.8011028781449512
DB01380,0.8011028781449512
methylprednisolone-aceponate,0.8011028781449512
DB00443,0.8011028781449512
DB00959,0.8011028781449512
DB00240,0.8011028781449512
prednisolone-acetate,0.8011028781449512
DB01407,0.8011943276641914
DB00668,0.8013326636429008
DB00623,0.8013725228482691
DB09389,0.8020284306999531
DB00787,0.8021157156192482
DB00635,0.8027532985056857
DB02701,0.8032604846851481
DB08910,0.803647820203585
DB06412,0.8037396122374609
DB01005,0.804039551269105
DB01030,0.8047706570435494
DB00762,0.8047706570435496
DB00514,0.8049890436005557
DB00114,0.805265825029576
DB00337,0.8053744532630996
DB00162,0.8054591156220288
DB01252,0.8057626665654797
DB00364,0.8059823054541557
DB00836,0.8061045626787072
DB00448,0.8062351530254249
DB09401,0.806309539717728
DB06777,0.8066492561805947
DB04868,0.8067237501199623
DB00993,0.8068721554272636
DB00242,0.8072450927956618
DB04951,0.8076580491262914
DB00642,0.8077776820745981
DB01109,0.807937787492241
DB00210,0.8082879192051956
DB00540,0.8083084915413072
DB00206,0.808598329806902
DB01063,0.8088585852710143
DB01270,0.8089678312559
DB00091,0.8089816545418247
DB01026,0.8094231837696079
DB00170,0.8094784489997754
DB00123,0.8097184439448476
DB00321,0.8098646898493354
DB00072,0.8098870251949488
neridronic-acid,0.8100742766259403
DB00282,0.8100742766259403
DB00884,0.8100742766259403
DB00710,0.8100742766259403
DB11157,0.8101566411850353
DB01070,0.8107969315134133
DB06410,0.8107969315134133
DB00153,0.8107969315134133
DB00146,0.8107969315134133
DB00169,0.8107969315134133
DB13689,0.8107969315134133
DB00910,0.8107969315134133
falecalcitriol,0.8107969315134133
DB06272,0.8107969315134133
DB02300,0.8107969315134133
DB00720,0.8108248536745571
DB00075,0.8113298548980094
DB00477,0.8117227125077655
DB09564,0.8119891379009572
DB01306,0.8119891379009572
DB01309,0.8119891379009572
DB01307,0.8119891379009572
DB00421,0.8129258611967349
DB00033,0.8130173848857243
DB00013,0.8133129329159061
DB00736,0.8137377365392419
DB00213,0.8137377365392419
revaprazan,0.8137377365392419
DB01129,0.8137377365392419
DB00860,0.8137528595815112
DB00128,0.8141360158395987
DB05578,0.814672990409017
DB00125,0.814789638820905
L-Arginine,0.814789638820905
DB00451,0.8147936192877298
DB12159,0.8150916382139366
DB00648,0.8155093187102715
DB01404,0.8155328291862876
DB08881,0.8155725201836919
DB11273,0.815706703813232
DB03017,0.8162985321691568
DB00201,0.8164512490386371
DB00893,0.8166095337329922
DB00099,0.8167888547652508
DB06287,0.8170726774711786
DB01590,0.8170726774711786
DB00449,0.8173605278560185
DB00368,0.8174890466526007
DB00307,0.8176433747182438
DB01049,0.8179555482588745
DB13345,0.8179555482588746
DB00795,0.818209075319919
DB00909,0.8183061180294285
DB00083,0.8184693473158686
DB00995,0.8190765041249208
DB13165,0.8192396785246677
DB00811,0.8195651017117203
DB00370,0.8196368434612471
fluocinolone-acetonide,0.8199468148869167
DB01410,0.8199468148869167
DB00620,0.8199468148869167
DB00896,0.8199468148869167
DB00846,0.8199468148869167
DB01045,0.8201576224396577
DB04115,0.8204408315620035
DB00363,0.8209172383282741
DB09517,0.8209309539785247
DB06168,0.8209500192175834
DB01408,0.8210498945216587
DB01029,0.8213367837963427
DB00055,0.8215790254331892
DB08868,0.8216427073891589
DB00731,0.8220712625227424
DB01067,0.8220712625227424
DB00127,0.8222232998056054
DB00851,0.8230001232292697
DB00002,0.8231785067044651
DB01708,0.8234127954565852
DB00159,0.8235742702063716
DB08888,0.8236730988084232
DB00029,0.8237444626705818
DB00009,0.8237444626705818
DB00015,0.8237444626705818
DB11581,0.8237804382330599
DB06756,0.8237804382330599
DB12243,0.8237804382330599
DB04967,0.8239661800272013
DB06216,0.82412129066897
DB01151,0.8242183143477259
DB00108,0.8244438842210512
DB01110,0.8248079848885017
DB06243,0.8248581185055941
DB00640,0.8253160608476898
DB00608,0.8254537815627272
DB00799,0.8255679333189903
DB09462,0.8255719368237092
DB12483,0.8256441810166648
DB09054,0.8256441810166648
DB00925,0.8257562693420282
gentamycin,0.8259368312959958
DB00051,0.8260429025041415
DB01120,0.8262341054218224
bucladesine,0.8263792730074498
DB00328,0.8268141270525983
DB02901,0.8268386001220345
DB09036,0.8269171330450236
DB00151,0.8271192611439576
DB00130,0.827307842348415
DB00752,0.827669093250944
DB01427,0.827677898009609
DB00112,0.8281045997771831
DB05676,0.8283506563512809
DB04106,0.8284311634093804
DB11817,0.8286431032850385
DB11363,0.8286664959161286
DB00143,0.8291270567106657
DB00751,0.8293263170827653
DB12863,0.8296909496586959
DB00605,0.8299732264204811
DB00797,0.8302248716078267
DB08895,0.8303144840087515
DB08877,0.8303144840087515
DB12598,0.8305155584142243
DB08814,0.830707849764178
DB00912,0.8307346991946928
DB01016,0.8308213245302581
DB00631,0.8310203507270801
DB01356,0.831222720320461
DB01076,0.8313545311589289
